SentPair1,SentPai2,SentPair3,SentPair4,Best,Worst
"['و نأمل في أن بعضكم سيقوم بمساعدتنا.', 'و سؤالي لكم هو  لماذا لا يجب أن نعلم؟']
","['لكننا انتقلنا ,إلى حدٍ كبير, من التمليح إلى الإستنفاد.', 'هذه المسار الآخر للأدلة هو بالفعل مثير للإهتمام']
","['ولكنها كانت حركة ذكية.', 'حركة ذكية من قبل من؟']
","['فمن الغطرسة الاعتقاد أن استعمار الكواكب وحدها سينقدنا من أنفسنا، لكن الاستكشاف والحفاظ على الكواكب يُمكن أن تعمل سويًا.', ' إذًا يجب علينا التغلب على المهمة الأسهل بكثير بشأن الحفاظ على السكن والعيش في الأرض.']
",3,1
"['كلّ ما عرضناه عليكم إلى حدّ الآن، يستخدم بيانات التعريف لتأسيس الاتصال.', 'ولكن لدينا اليوم شيء لطيف يرغب الجميع بالحديث عنه، وهو  تعلّم الآلة']
","['نعم , من الممكن فعل ذلك', 'لكن تفاصيل العملية ما زالت تحت جدل كبير']
","['بيعت المزاد نوعه بالمنطقة للقطعة الواحدة وشهد المزاد المخصص حصريا للشركات ودور المجوهرات مشاركة نخبة اندر اللالئ الطبيعية والمستنبتة العالم وهيمنت منافسة شديدة المزاد بيعت', 'معظم اللالئ المشاركة بقيمة تفوق قيمتها التقديرية الاولية الامر يوكد مرونة سوق اللالئ النادرة والفاخرة رغم الظروف الاقتصادية السائدة ورغم الازمة الاقتصادية العالمية الراهنة شاركت']
","['وسوف نقوم بهذا .. هكذا ..', 'لدينا شريط فيديو يشرح تتابع هذه العملية']
",3,4
"[' حسناً ، سوف نبني شققاً صغيرة جداً', 'يق نحن لا نريد العيش في شقة تقليدية صغيرة']
","['طاولة المستشفى هذه تكلف 10،000 دولار، 10 أضعاف العادية.', 'لكن المستشفيات تشتريها أسرع من أي طراز آخر']","['أنت حصلت عليها خطأ', 'و يقولوا ذلك بثقة مدهشة']
","['لقد اتصلت بالدعم الفني مجددا.', 'اتصلت صباح الاثنين']
",1,3
"['الحواضر صعوبة الحصول اوعية عقارية باسعار مناسبة خصوصا داخل محور الدار البيضاء', ' الرباط يعتبر نقطة تركز الطبقة المتوسطة']
","['هناك أشياء يتوجب عليك الحديث عنها  مع عائلتك وأحبائك', 'هل تريد حياةً قصيرةً خالية من الألم أم حياةً طويلةً قد تكون مليئةً بالألم حتى النهاية؟']
","['أهملناكم أنتم كبشر.', 'أهملنا تحسين الحياة الطبيعية']
","['شكراً جزيلاً لكم.', 'مرحباً بالجميع']
",3,1
"['والآن، ماذا يحدث -- ماذا يحدث إذا عرضت هذا على المريض؟', 'خذ المريض واعرض عليه صور على الشاشة وقس الاستجابات الكهربائية لجلده']
","['وهي توفر الدعم للمجتمعات الفقيرة', 'وأهم شيء انها طريقة فعالة']
","['بعضها واضح والبعض منها ليس واضحا تماماً', 'سأبدأ بتلك الواضحة']
","['حسناً، سوف نبقيها على حالها', 'لكنني سوف أحظى بالضحكة الأخيرة']
",1,4
"['خلال الأشهر الماضية، كنت أسافر لعدة أسابيع متتالية كل مرة مصطحبةً حقيبة ملابس واحدة.', 'وفي أحد الأيام دعيت إلى حدث مهم، وأردت أن أرتدي ملابس جديدة خاصة بالمناسبة']
","['ستتسأل عن ماهية هذه الإحصائيات المجنونة', 'يجب أن تكون النتيجة واحدة']
","['أنا لا أقول يجب عليك أن تأخذ الستاتين أم لا.', 'ما أعنيه هو أنه يجب عليك أن تجري هذه المحادثة مع طبيبك.']
","['إنه أسلوب عمل ليس له مثيل', 'ها هو عضوي وهو أيضاً جوهريّ']
",1,4
"['ما الذي تريدون تصويره؟ ', 'ما المحتوى الذي ترغبونه؟']
","['رفع الاداء الاقتصادي لبلدهم وتطوير اداء الشركات والمقاولات', 'وتابع المسوول عن قطاع التعليم برواندا قائلا قرر المسوولون تطبيق اصلاحات شاملة وجذرية للنظام التعليمي للبلد وتوظيف خبرات']
","[' هذه النقطة الإحصائية التى يجب أن تسأل عنها يتجنب معظم الأطباء وشركات الأدوية الحديث عنها.', 'والآن ماذا نعني بذلك؟']
","['سبب الوفاة الأوّل على هذا الكوكب بين البشر هي المياه السيئة النوعيّة.', 'إنّها ما بين 60 و 85000 شخص يوميا']",1,3
"['يعتبر الكورتيزول ساما ويتسببُ فى تشويش التفكير', 'تذكروا، عندما تكونون تحت الضغط، يقوم المخ بإفراز هرمون الكورتيزول']
","['الفرص موزعة بشكل غير عادل.', 'يهدر قدرا كبيرا من إمكانيات الأطفال']
","['سجلت المبادلات التجارية بين المغرب والجزائر ادنى مستوياتها', 'وتراجعت المبادلات المغربية الجزائرية بنسبة المائة تقريبا']
","['أنهم يشاهدون الكبار. أنهم يجسدون سلوكهم.', 'هؤلاء الكبار، يعملون في مجالاتهم']
",3,2
"['إلى اليسار ترى البيانات على مدى فترة طويلة.', 'إلى اليمين، إلى الأعلى، ترى النظرية التي تتسّم بالحداثة']
","['مع التطبيقات الرقمية، التي تعمل على جلب المعلومات إلى عالمنا بمفاهيمنا الخاصة.', 'هي مطابقة أكثر للطريقة التي يعمل بها دماغنا وجسدنا.']
","['قبل اليوم، كنت رسامة.', 'وفي صيف هذا العام، زرت متحف وصالات عرض مختلفة، ومن خلال تنقلي من مكان لآخر، لاحظت أن الفنون المرئية مفقودة هناك.']
","['وجميع هذه القصص تستمع اليها فى نفس الوقت', 'هذه هى التجربة الحقيقية للعروض الموسيقية المباشرة']
",1,2
"['لم نحسب ذلك بدقة، لكننا نفهم أن ذلك مكلف للغاية.', 'لكن كخلاصة، يمكننا تحويل إقتصادنا']
","['حتى مجموعة الاقفال تتكلف ربما 200 دولار.', 'كل شىء فى المطبخ تم إنتشاله']","['من أين تأتي بأفكارك؟', 'في غرفة الطعام']
","['لأن هذا هو ما نحن عليه الآن.', 'هل من الممكن أن يحدث هذا؟']
",1,4
"[' سوف ينتبه بعضكم الى ذلك ..', 'لأننا نميز و نتعرف على النمط الصوتي من بين الضجة المحيطة به وخاصة ان كان النمط الصوتي هو إسمنا']
","['أصبح الصوت جزءاً من مجالي الفني.', 'أعرف الصوت في الحقيقة.']
","['فهناك الكثير من التقدير لهذا النوع من الهندسة المعمارية الطريفة', 'لقد كنت دائما معارضا لذلك  وأعتقد أن هناك حاجة إلى العاطفة']
","['و ذهبت إلى كامبريدج . و هنالك وقعت في حب الفيزياء النظرية', 'حسنا   لن أقوم بشرح هذه المعادلة و لكن الفيزياء النظرية موضوع مدهش حقا']
",2,1
"['أتدرب على إجراءات الطوارئ داخل عقلي الآن.', 'إذ حدث شيء بطريقةٍ خاطئة أود أن أكون جاهزا']
","['هذه الفقرة من المؤتمر عن التصرفات الإقتصادية', 'ومعظم ما نعرفه عن الندم يأتي من هذا النطاق']
","['في جميع أنحاء العالم إختلطت المناخات.', 'و الفقراء هم الذين تأثروا بصورة أسوأ']
","['هذا بالفعل أسلوب جميل للعمل', 'إنه أسلوب عمل ليس له مثيل']
",4,2
"['وتعلمت كيف استطيع أبطىء معدل ضربات القلب', 'واضطررت الى البقاء جالسا تماما ومسترخياً فقط لفترات طويلة']
","['المستخدمون هم مصدر الإبتكارات الكبيرة و المضطربة', 'من الصعب أن تجد الأفكار الكبيرة الجديدة في أسواق متدفقة في مؤسسات كبيرة']
","['يتكلمون عن أشياء لم يروها.', 'إنه شيء رائع  إنها لحظة مدهشة']
","['في الحقيقة كان صغيرٌ جداً', 'لقد ولدت في الجزائر']
",1,4
"['بقي لدينا إنهاء القصة فقط.', 'إنه في غاية الأهمية']
","['سجلت عقود المعادن الثمينة اداء جيدا', 'غاري اندرسون الرئيس التنفيذي لبورصة دبي للذهب والسلع يسلط النمو المستمر للبورصة']
","['عندما توجّه الكاميرا نحو أي فصل دائماً يبدو هكذا', 'إذاً هذا أحد الكتب التي يقومون بها']
","['هناك أشياء يتوجب عليك الحديث عنها  مع عائلتك وأحبائك', 'هل تريد حياةً قصيرةً خالية من الألم أم حياةً طويلةً قد تكون مليئةً بالألم حتى النهاية؟']
",4,1
"['الجواب هو نعم.', 'والآن سنقوم باختبار صغير']
","['هذا استغرق انهاؤه ستة أسابيع.', 'أشهر تمثال في العالم']
","['قبل اليوم، كنت رسامة.', 'أدركت أنه لا يجب أن يحدث ذلك على الإطلاق.']
","['الحقيقة هي أن معظم الإبداع هو تراكمي و تعاوني', ' هناك لحظة ولادة عندما يأتي شخص ما بفكرة']
",2,3
"['فقلت: ""هل تصلي؟""', 'ولم يقولوا شيئا']
","['عليك الفصل بين الحقائق والنزعات، صحيح', 'حتى كتبي للأطفال فيها حيوانات غامضة ولطيفة']
","['مضيفة صادرات قطاعي الطيران والنسيج والجلد سجلت ارتفاعا بلغ المئة', 'المكتب اوضح تطور مبيعات القطاع مرده نمو منتجات الصناعات الغذائية بنسبة المئة']
","['أتلفنا قرابة 50 من هذه المغنطيسات', 'الآن هذا أكثر عجبا إذا علمتم أن المغنطيسات تزن أكثر من 20 طن وقد تحركوا قرابة القدم.']",4,2
"['سالقي بالاوراق وانت -- اي مقاس؟', 'اي مقاس؟ ذلك سهل جدا  احب التحديات']
","['أنت حصلت عليها خطأ', 'و يقولوا ذلك بثقة مدهشة']
","['لست عالمة في المناخ أنا عالمة فلك.', 'نحن عند نقطة تحول في تاريخ الإنسانية، تأرجح البشرية بين كسب النجوم وفقدان الكوكب الذي نسميه الوطن.']
","['وتجدون هذا الميل في جميع أنحاء العالم لرجال يريدون شهادة', 'لماذا؟ لأنهم يريدون ترك القرية والذهاب إلى مدينة ليبحثوا عن عمل']
",1,2
"['كما قالت إيريني حول غوغل أنه مقاد بالمعلومات.', 'أما أنا فأقول هنا أن العالم أصبح كتلة من المعلومات']
","['هذه هي الأماكن العامة الجيدة.', 'أماكن تستحق الإهتمام  و محددة جيدا']
","['سيخرجون فعلياً من سياراتهم ويحقدون عليكم في وجوهكم.', 'التي هي إشارة أخرى للرفض في أمريكا']
","['وكما تعلمون، النوم مهم جدا.', 'خلال نومك، ستظلّ تستقبل الفن']
",4,3
"['ولكن هذه واحده من الحالات العجيبة النادرة والتي فيها تكون ايضاً فائدة اقتصادية.', 'بامكان الناس ان تصنع وقود الطهي بنفسها من ناتج المهملات']
","['كل شيء مرتبط بالعلاقات.', 'العلاقات هي المورد الحاسم لنا']
","['ولذا قمت بشراء أحد المبانى.', 'كان سعر البناية في متناول الجميع']
","['ولكن بقيت كلماتها عالقة في ذهني.', 'بعد مرور عامين، شهدت بلادي مجاعة للمرة الثانية']
",2,4
"['هذه مكتبتنا تحتوي على المزيد من الاثاث المصنوع يدويا.', 'وهذا برنامج الفنون الذي بداته عام 1968']","['إذا وضعت مقدار الضعف منها، تحصل على مقدار الضعف من العرض.', 'إذا قمت بإطلاق نار من بندقية في المنتصف، لن يحدث شئ']
","['تأتي الدلافين وترميه... واو!', 'وكانت هذه المرة الوحيدة']
","['ا تزعج نفسك وتحاول أن تعرف اذا كانت 40 درجة مئوية أو فهرنهايت، 40 درجة تحت الصفر يعتبر نفس الشيء-- كان الجو باردا جدا.', 'قدت باتجاه منزلي، كان الوقت حينها منتصف الليل، في شتاء مونتريال، كنت في زيارة لصديقي جيف يسكن في الجانب الاخر. كان مقياس الحرارة الموجود على الشرفة الأمامية يشير إلى 40 تحت الصفر.']",4,2
"['إذن, هذا يبدو مجنونا,صحيح؟', 'هل تريدون رؤيتها؟']
","['المسابير الفضائية مثل بعثة مافن تجمعُ عينات من الغلاف الجوي للمريخ.', 'تقدم شركات الطيران الفضائي الآن ليس مجرد رحلة قصيرة إلى الفضاء القريب لكن الاحتمالية المؤلمة لنعيش حياتنا على كوكب المريخ.']
","['كريس أشار نوعا ما إلى كوني انشأت شركة مع زوجي.', 'ونعمل مع 125 شخص من مختلف أنحاء العالم']","['و هناك مؤشرات أن السوق بدأ بإدراك الأمر.', 'هناك شركة أبدعت في البساطة و الأناقة']
",4,1
"['في ""هاييتي"" وحدها, يقطع حوالي 30 مليون شجرة في السنه.', 'هناك احتمال بتطبيق ما قمنا به لانقاذ نسبة جيدة من تلك الأشجار']","['أريد متطوعاً آخر .', 'ما اسمك سيدي ؟']
","['وكانت صغيرة جدًا ولم تتلقى بعد أول تطعيم لها ضد السعال الديكي.', 'ما الذي كان سيحدث إذاتم تطعيم الأشخاص المحيطين بها']
","['تريد قضاء اليوم في الصيد معه.', 'أما هايدي؟ لا لست متأكدا']
",1,4
"['لا بد من اعا دة ا لتفكير في فكرة ا لراسما لية .', 'ا قل صورة ا همية للراسما لية ، في هذا ا لمشروع ، هي ا لتمويل    ا لنقود   ا لنقود']
","['وصلت إليه، واصطدمت بنا الموجة', 'رجعنا للشاطىء، وكان بخير']
","['معظم الكينين لم يروا العنف .', 'فكانت هذه قصة بالنسبه لهم']
","['تستخدم الإنتشار ليوصلك لبيع منتجات أكثر.', 'تجني الأرباح من شراء المزيد من الإعلانات']
",4,3
"['هذا الاعوجاج.', 'هذه السحابة النقطية']
","['إذاً فما يزال لدينا مدرسين أكثر لنستخدمهم', 'هذه لقطة لبعض المدرسين خلال أحد المناسبات']
","['فما هي هذه النقاط ؟', 'حسنا، هي كل واحد منا']
","['حسنا، نحتاج إلى التحقّق للمرة الأخيرة.', 'إن كان لك إبهام حرّ، اربطه بالعقدة']
",1,4
"['خمسة متاجر رائدة جديدة افتتحت', 'لقد كانت عودة للوطن من جديد']
","['وأعتقد أن هذا ما سيحدث.', 'في الواقع، إنه يحدث بالفعل']
","['ولكن ماذا بعد؟', 'ما الجديد الذي تقدمه؟']
","['كم من الدقائق؟ اثنتين، واحدة؟', 'واحدة إلى اثنتين']
",3,1
"['وإذا قارنتم المنطقة الحمراء في 2030 و2014، فإنها تصبح أصغر وأصغر.', 'قبل أن أطلعكم على بقية العالم، ماذا يعني كل ذلك لألمانيا؟']","['كان مثل مليون مُصلّي.', 'وألف تسبيح ومليون دعاء']
","['حتّى في حال أخذت نفس مصدر الوقود وولدتَ منه الكهرباء ثم استعملتها لشحن السيّارات الكهربائية، فذلك أفضل من الاستعمال المباشر للوقود.', 'فإن أخذت، على سبيل المثال، الغاز الطبيعي وأحرقته في محرّك كهربائي حديث يعمل على الغاز الطبيعي، ستحصل على نحو 60  من الفاعلية']","['وهذا ما أردت أن أثبته لكم اليوم.', 'هناك ثلاثة أشياء أريد آن أفعلها']
",2,4
"['لم يمضِ هذا على نحو جيد.', 'أنا فعلاً لا أفهم لماذا تضحكون']
","['أدركت أن: الصوت يشبه المال والقوة والسلطة -- كأنه عُملة اجتماعية.', 'في مخيلتي، كنت دائما أشعر أن الصوت شيء خاص بكم، شيء خاص بالقادرين على السماع.']
","['لقد حللنا كل مشاكلنا المتعلقة بالمواصلات والتي غيرت العالم إلى ما نحن عليه اليوم.', 'قبل 500 عام، أصبحت السفن معتمدة بما فيه الكفاية']","['لأنه لا يفترض بنا أن نعرف الناس بحدودهم الأكثر جنونا.', 'وما توني عليه هو أنه شبه سيكوباتي']
",3,1
"['فقلت: ""لا أنا حقا أريد إنشاء كلية للفقراء فقط', 'وما يعتقد الفقراء بأنه مهم سينعكس في هذه الكلية']
","['الفرص موزعة بشكل غير عادل.', 'يهدر قدرا كبيرا من إمكانيات الأطفال']
","['إذا كنت مثل معظم الناس، فإن رؤية ذلك يعطيك شعور بالغبطة والفرح.', 'كما أنه في حين وصولك إلى أسفل الترتيب فقد يمنحك هذا شعور طفيف بالرهبة أو الغثيان']
","['قامت بإقراضهم لأنها تثق بهم.', 'ومعظمنا على حال والدتي']
",1,2
"['لهذا السبب ستلاحظ أنني أتمسك بأربعة خطوطٍ في رسوماتي.', 'في عام 2008، سنحت لي الفرصة للسفر إلى برلين، ألمانيا، لحضور برنامج خاص بالفنانين هناك.']","['أشعر بفرح غامر. كلما نقرت مفتاح المصباح،', 'كنت ممتنا، كان ذلك يجعلني سعيدا']
","['اذاً أول ما سأتحدث عنه هو الأجهزة الطبية.', 'في العصر الحاضر أحرزت الأجهزة الطبية تقدما كبيرا في تقنياتها']
","['ولذلك اعتقدنا بأنه من الممكن أن تكون هناك طريقة أفضل للحصول على وقود بديل.', 'لقد أردنا أن نصنع وقود مستخرج من شيء ما متوفر على المستوى المحلي']
",2,3
"['فقالوا، "" حسناً، هذا تغيير جذري. ينبغي ان نفكر بالأمر.""', 'وكنت مع فريقي نتهامس، لن يفعلوا ذلك مطلقا']
","['إنه شيءٌ محسوس لأي تصرف.', 'وليست كشيئٍ ذا علاقة بالمعنى التجريدي']
","['لا .. ولكن كان لها تأثير كبير في ذلك', 'ان الصور تدفعنا لتدقيق معتقداتنا الاساسية و مسؤليتنا تجاه الآخرين']
","[' حسناً ، سوف نبني شققاً صغيرة جداً', 'يق نحن لا نريد العيش في شقة تقليدية صغيرة']
",4,1
"['لذا فأرجو منكم أن تنضموا إلي في دقيقة صمت', 'حسنا، لقد غششت، بالكاد هي 20 ثانية']","['والآخر سيقول ربما من أجل الابحاث الصحية', 'والبعض سيقول من أجل دراسات تسويقية']
","['أصبح الصوت جزءاً من مجالي الفني.', 'هل سيقوم بإبعادي عن الفن؟']
","['في الواقع لم أخرج قط بحثاً عن العمل', 'كنت دائماً أنتظر العمل ليأتي ويصدمني']
",4,3
"['لقد قمنا بالبحث', 'ولدينا العلاج الفعال الآن']
","['بينما حللنا كل مشاكل النقل الأخرى.', 'أعني، انظروا كم الوقت استلزم الانتقال عبر قارة باستخدام عربة أمريكية من القرن التاسع عشر، ثم على سكة الحديد، ثم على الطائرة']
","['فكان السؤال التالي هو: هل هناك أجهزة؟', 'هل يمكنك بناء هذا الشيئ كعضو خارج الجسم؟']
","['آفاق المريخ تشبه صحاري عالمنا', 'أنظر إلى مدى هجرنا لصحاري كوكبنا.']
",4,3
"['لماذا نحن هنا؟', 'لماذا يوجد هذا الكون؟']
","['كريس أنديرسون: لقد كان كلاما مدهشاَ', 'سوزان بلاكمور  شكرا، لقد أخفت نفسي']
","['والآن تقسيم المجموعات ، وإجراء التجارب على كل مجموعة', 'لذا ما سأقوم به هو توزيعكم عشوائياً في واحدةٍ من المجموعتين']
","['ماذا لو كان لدينا التزام ضعيف، ولكن قدمنا شيء منفردا لكل من ساهم؟', 'يطلب منك عنوان المنزل الذي نشأت فيه']
",1,4
"['ماو تسي تونغ أحضر الصحة الى الصين ثم توفي. بعدها دنغ كسيابينغ بدأ رحلة التقدم المذهلة', 'اليس من الغريب رؤية الولايات المتحدة تنمو اقتصاديا في البداية  ثم تصبح غنية بالتدريج']
","['تتحدث إليهم وتجعل من السهل لهم أن يخبروا أصدقائهم.', 'هناك أوتاكو صلصة حارة، لكن لا يوجد مسطردة أوتاكو']
","['ولكن هل استفاد النظام شيئا؟ على العكس', 'كانوا يتعاملون مع الشباب والبنات بقسوة']
","[' هذه النقطة الإحصائية التى يجب أن تسأل عنها يتجنب معظم الأطباء وشركات الأدوية الحديث عنها.', 'والآن ماذا نعني بذلك؟']
",1,2
"['هذا هو، في الواقع، مرحلة أخرى.', 'الآن، ربما لاحظ بعضكم ذلك المشهد هنا']
","['كما قلت سابقاً هو ليس قتل شيء ما، بل تنمية شيء ما', 'أعتقد أنها أسئلة حول طريقة تفكيرنا بالطب في المستقبل']
","['وجراء ذلك رسمت المخططات .. مخططات فينمان', 'ولكن المشكلة كانت ان مخططات فينمان كانت صعبة ومعقدة']
","['الأنهار الجليدية والجليد البحري التي كانت معنا منذ آلاف السنين تختفي الآن في غضون عقود.', 'الأنهار الجليدية والجليد البحري التي كانت معنا منذ لآلاف السنين تختفي الآن.']
",4,2
"[' لا ينبغي عليكم التعميم منها', 'أعني، هذه عينة صغيرة للغاية']
","['والآن، ماذا يحدث -- ماذا يحدث إذا عرضت هذا على المريض؟', 'خذ المريض واعرض عليه صور على الشاشة وقس الاستجابات الكهربائية لجلده']
","['هذا تقدير واسع لقدراتهم اللغوية.', 'إنّه بمثابة اختبار الذكاء الخاصّ باللغة']
","['وسنمنحكم خمس دقائق أُخرى للتأكد من فعالية العناصر.', 'والآن سيكون لديكم ٣٠ دقيقة لحل ١٥ لغزاً']",3,2
"['يحتوي نموذج الموظفين على خمسة أسطر.', 'حتى الآن، التعبير عن هذه الكلمة بالإشارات مع إبهامي عالق لا يبدو طبيعيا.']
","['نحن لا نحاول أن نجد الجمال.', 'نحل نحاول أن نجد الجمال في الحقيقة']
","['ربما غضب.', 'ربما خوف']
","['ويبدو لي مع هذا بأنه على عكس ذلك', 'لأن هذا لم يسبق له مثيل، مشكلة تصميم استثنائية']
",3,4
"['إذاً، السيد آل غور، شكراً لك.', 'لقد دمرت حياتي، لكنك أعطيتني مستقبل مذهل']
","['عدت إلى مكتبي و أرسلت ثلاثة مقالات.', 'وبعد 20 دقيقة عاد منفعلا إلى مكتبي']","['لأننا في حاجة إلى القيام بتغيير ذي معنى.', 'حاليا، نحن نختار سيناريو الأربع درجات']
","['حيث توجد أحياء حقيقية وأشجار حقيقية، وطرقات حقيقية يمكن السير عليها.', 'أشخاص تُعجب بهم، أشخاص ربما لاتعرفهم']
",2,3
"['انت مدعو لمؤتمرات وسائل الاعلام.', 'اعطهم الاجهزة وقم بقياس مدى معرفتهم']
","['مع ذلك, لا يمكنك أن تحرقها, فهي رقيقة جداً', 'فتحترق بسرعة حيث لا يمكنك استخدامها للطهي']
","['هو الجزء الذى يسمح للسناجب بإيجاد الجوز.', 'وإذ كنتم تتسائلون، قام أحدهم بالتجربة بالفعل حيث قاموا بتعطيل حاسة الشم لدى السناجب وأمكنهم مع ذلك العثور على الجوز']
","['إذاً تخيل أنك تملك أداة وتمتلك طرفاً حاداً لتجري ثقباً في منديل', 'ما هي أسهل طريقة لإرجاع الطرف الحاد مرة أخرى ؟']
",3,1
"['هذه هي الطائرة الطنانة وهي بدون طيار', 'وبإمكانها أن تحلق بكافة الاتجاهات، حتى نحو الخلف']
","['تقدما حتى الشرفة الأمامية ودقا على الباب.', 'أجابهم أبي، أمرنا الجنود أن نخرج من منزلنا']
","['سنقضي على الخوف.', 'الخوف هو عدو التسلية']
","['لأن الخلايا الجذعيّه هي تلك الخلايا الإستثنائيه القادره على التخلًّق لأي نوع من الأنسجه.', 'لذا اذا استشعر الجسم ضرراً لأي عضو ومن ثم يبدأ السرطان، كأنّه استجابه لترميم الضرر']
",3,2
"['يمكننا أن نكون أناسا يعيشون حياتهم ممتنين.', 'حياة مليئة بالشكر  هذا هو المراد']
","['كيف لك أن تفسر ذلك؟', 'فذلك يعود للموهبة والغريزة']
","['ولكن السؤال..وهو موجه لك.. لماذا هناك الكثير من المجرات؟', 'لإن ما ترونه يمثل جزء بسيط من السماء']
","['السيد خاراي والذي هو شخص معاق جسديا ويبلغ طوله قدم ونصف فقط', 'طور كرسي المقعدين بصورة ما تمكنه من الانتصاب والتحرك بكل حرية ومرونة']
",1,2
"['العديد منكم هنا لديه الفرصة للتأكد من أن يشاهده الكثير من الناس.', 'فكروا في ارسال شخص ما']
","['لذا هذه المرأة، أم هذا الصبي قامت بتركيب المرحاض في بضع ساعات.', 'طوال حياتها، كانت تستخدم حقل الموز الذي خلفها ولكنها قامت بتركيب المرحاض في بضع ساعات']
","['كان الصوت جزءاً كبيراً من حياتي. في الحقيقة، كان يتردد في ذهني كل يومٍ.', 'إذاً، كيف أمكنني فهم الصوت؟']
","['أخطأت بتعليم الدرس كله. أنا آسفة""', 'قالوا لي لا مشكلة، آنسة']
",2,1
"['وهي الممثلة هنا في الأعمدة الزرقاء.', 'ومتوسط دخل الفرد في أفريقيا لم يتحسن']
","['سيتجاهلون الهواة، ولا سمح الله .. المتقاعسون أيضاً', 'لقد كان كل الأمر حول الذهاب للمنتصف']
","['هذه التغيرات البيئية على المستوى الكوكبي التي وضعناها في الحركة تفوق سرعتها قدرتنا على تغيير مسارها.', 'لسوء الحظ.']
","['يا للصدمة و الرعب : الآن القراء يريدون أن يصبحوا كتاب و محررين', 'كما قال جيمي يريدون حوار و محادثة']
",4,3
"['نحتاج لتدريب أنفسنا على التفكير المسبق فى مثل هذه المواقف', ' يعني أن تؤدي النوتة بهدوء.']
","['هناك الكثير من المقالات والابحاث الرائعة عن هذا الامر', 'ان مركز التحكم بالامراض لديه كمٌ جيد']
","['""وقلت لفريقي ""لنخرج من هنا""', 'وقفنا وخرجنا من هناك']
","['لماذا كنا نعتقد أن المسؤولية تقع على عاتق هذا الشخص هنا', 'الآن هذا هو الشخص']
",3,1
"['أما أنا فقد أثبتت براءتي! لم يكن هناك أي تسرب لعين في المكان كان بمنتهى الروعة', 'ولكن يجب عليك أن   حسناً، كل المباني كانت تسرب قبل هذا، لذا كان هذا']
","['ثم بعض الدول الأخرى التي غزوناها .', 'هذا بشكل أساسي هو كل مايقدمه إعلامنا']
","['هذه معركتكم، يا قادة الأعمال.', 'إن المعركة الحقيقية ليست ضد المنافسين']
","['إذن كيف تتحرك من أسباب متعددة لتصل إلى حالة متجانسة؟', 'والإجابة هي ما يقع في المنتصف أي التنمية']
",3,1
"['الروبية الهندية سجلت اعلى حجم تداولات شهري', 'شهدت ازواج العملات الاخرى اليورو والين زيادة التداول']
","['وكم يحق لهم؟', 'ومن سيقوم بالدفع؟']
","['هذه اللبنات مرمزة لونيا. ', 'نريد أن نجعل كل تفاعل في العالم طوبا جاهزا للاستخدام.']
","['الصين لوحدها ستنقل ما بين أربعمائة إلى ستمائة ملايين نسمة إلى المدن في الخمس عشرة سنة القادمة.', 'الطائرات، في نصف القرن الماضي، قد حولت القارة والدولة اليوم إلى حي صغير']
",4,3
"['في ذلك المستقبل أحذيتنا', 'لن تسبب تقرحات مجددًا']
","['أنت بحاجة إلى التدريب، وأنا سأساعدك.', 'لكن كفي عن حزم أمتعتك']
","['كما تقولون في ألعاب المخاطر.', 'الكثير من التحمل، مع انعدام الرقة']
","['والمزيد من الأخصائيين', 'أخذنا الأطفال الى إيطاليا']
",3,4
"['كانت القناني تتفلت مني في كل رمية', 'وكنت أحاول جاهدا أن أعيدها دوما إلي']
","['مجددا، للجمهوريين هنا، هذا لا يجب أن يشكل انقساما.', 'لديكم نفوذ أكثر من بعض الديمقراطيين منا']
","['و أول خط سريع للتلفون الأرضي اعتقد المبتكرون أنه سيستخدم ليستمع الناس بالعروض المباشرة من مسارح الغرب القصية', 'عندما ابتكرت شركات الهواتف المحمولة الرسائل النصية لم يكن لديهم أي فكرة لماذا ستستخدم']
","['وبالتالي فإن فكرة ما قبل الحدث هو التفكير مسبقاً في الأسئلة التي يمكنك طرحها والتي ستدفع بالمحادثة إلى مستوى أعلى', 'لست مضطراً للتفكير فى كل هذه الأسئلة فى الحال']
",4,3
"['أنهم يشاهدون الكبار. أنهم يجسدون سلوكهم.', 'هؤلاء الكبار، يعملون في مجالاتهم']
","['لكن السعر أنخفض الى 140 دولار من 500.', 'وفي القريب ، كان متوسط السعر 192 دولاراً']","['إن الأمر لمذهل، إذا ما فكّرتم بالكوكاكولا.', 'إنهم يبيعون مليار ونصف عبوة في كل يوم']
","[' صدمة، اضطراب ما بعد الصدمة،', 'أنه كان شيئاً موجود لا يتحدث عنه أحد']
",1,4
"['فإنك تجد تشققات في النخاع الشوكي.', 'منذ تلك اللحظه أردت البحث، ليس في العلّة نفسها، لكن في الوقاية منها']
","['لذلك كاتبت طفل الثانوية هذا فورا، وقلت: ""نعم، أنت على صواب.', 'اعتقد أنني سأحاول القيام بذلك في نهاية الأسبوع  شكرا لك']
","['الطريقة -- اتوقع من الجميع أن يحفظوا هذه المركبات.', 'هذا صفحة عمل واحدة من مصنف كيميائي، اتفقنا؟']
","['بدأنا نصنع نسخ عنها', 'هذه منهاتن إحدى لوحات المجموعة']
",4,1
