SentPair1,SentPair2,SentPair3,SemPair4,Best,Worst
"['صحا', 'ألو']","['تعاودو تديوها و توليو', 'لالا رانا رايحينلدسـﭘونسير']","['يعيطلنا الجبورة', 'يا وعلاه']","['علاخاطرش أنا إيتوديونت و حابة نكمل قرايتي قبلالزواج', 'بصح عوايدنا و عوايد بابا ما تخليش الطفلةﺗقول رايها']",3,2
"['فور خويا لطفي ديما ليزوم', 'اغنية روعة خويالطفي']","['ما تخممش على التنواع كمال رانا متهليين فيها', 'حتى لدوك حكينا على كلش حتى على لا پولتيك']","['لاﭘﻮليس ﭬﺎلوا كان يقرا هنا', 'مزلتي تسناي روحيارتاحي شوية']","['نضن لازم نكتبو في زوج سليمة بالدزيري وانابالعنابي', 'تاني راني نعمل في نفس الشي معصاحبتي في الفايسبوك']",1,3
"['و تبقى ميا تروحو بيها للحج', 'و تبقى عشرينيديرو بيها لعشا']","['اسمحوا لي ، عندي پروبلام في الميكرو', 'سماحمراد وش من سوجي نحكيو فيه']","['خساني فور ممثل هايل نموت عليك', 'روعة روعةكملي راكي فور']","['وكيما كان الحال مالمرة اللولا جابت ولد', 'بصح كيماﻳقولو غير ازاد اداه لمرتو اللولا']",4,1
"['أنا نتوحش غير لافامي سينو أي ليهم الجزاير', 'الجزاير ما نكرهاش نكره العوج اللي فيها']","['زيدي ڤولي لي أدي تانا ما على بالكش باها', 'عندو قرن ملي تحكم كان هارب لمالي ولا النيجر']","['قليل خلاه درك عادوا كل نفسي نفسي', 'أنا نڨولربي يهدينا و يهديهم']","['إيه قريت سليمة', 'على بالي كريمة']",1,3
"['نطلب بابا', 'نطلب ماما']","['لالا حول و لالا قوة إلا بالله', 'دخلت فيالتوموبيل تاع راجل سميرة ادﭬﺪﭬﺖ ڤاع']","['ﭘﺎسكو البيولوجي وعلاه البيولوجي نروح نخدم فيحاجة حتى عند الفارماسي', 'مام بصح مات وانفورماتيك و كونتابيليتي ملاح تخدمي في لابنكتنجمي']","['لالا راهي نورمال', 'الحمد لله شبعت']",1,2
"['أسمعي حتى لعراس خلاصو باش نتلاقاوشفتي', 'شفتي والله أنا عندي العرس تاع عبدالنور']","['لا وشيا أنا نحب لو كان متخلطوش ليسوجي', 'مليحة هدي بلا ما نطلب العلا يا سليمة']","['ياخي طماعين', 'و تقدري']","['هأديك الخطرة جيت معاك', 'شحال في عمرها بنتو']",1,4
"['وعلاه هو عاقل صح و ناس ملاح', 'الحمد لله انانعرف غير الطيبين']","['كلام نعيمة صح', 'المغرب والجزائر خاوة خاوة']","['أه خطراكش غدوة أي الفاتحة تاع هشام', 'تطا أيجاية لبنمهيدي ڤولي لها غير تروحلها']","['نضت على السبعة تاع الصباح حكمت طاكسيلسبيطار', 'قعدت مع الشيروجيان لي راح يديرليلوﭘيراسيون']",3,2
"['قلتلو أرواح معايا للاكافات نشربو قهوة', 'بصحكيما علابالك عزو مازال دراري']","['هاديك الطفلة لي شفتها', 'لي تسكن في كوبا']","['مكانش مشكل', 'معروضين اسمعي']","['مسالخير سليمة واش راكي لاباس', 'الحمد لله كريمةو انت']",4,2
"['ڤتلو نڤول لك حاجة ادي كونجي و عيطلي كي داكونجي و عيطلي ڤتلو في لامان أ خويا الطمع مشومليح', 'الميدسان التالت تاع العينين رحت نداويعندو ڤتلو أ حكيم عندي لوجيسيال و كدا حكيتلوڤالي ننصحك طيش عليك']","['بالك غدوة نجيك بكري ماو نقراو على الطناش ونص', 'نعدي نخلص و نريكلامي امبعد نجيك ونطلعو لفاك']","['برهان ما حبش يهز وش بيه ادا', 'الزهر مكانش هناو نا وعلاه كتبتو']","['حتى أنا نسحقه بزاف', 'ما نطولش بيه ڤاع']",1,3
"['حكيتو لنهى قالت لي كي تحكيلك الخطرة الجايةسوسن حاجة ما تجيش تحكيهالي', 'الخطرة الجايةكي نقول لك فيلم ولا مسلسل قولي لي أسكو كملتيهولا لالا']","['ديرهم لي في ساشي', 'هدا مسيد ماشيسوق']","['وحد النهار ديسيدا وحد الطبيب من لاﻧﭭﻠﻴﺰ باش يروحلبلادو علاخاطرش خلاصت لكونترا تاعو معانا', 'خممناباش نديرولو حفلة باش نودعوه ﭘﺮيسيزينا لبلاصة تاعالحفلة في الجنينة تاع السبيطار']","['وحد السيد صحيب جدي بعد طلعو للجبل معبعضاهم', 'بعدما راح جدي بربعايام أكاك راح للاﭘﻮستيخلص']",1,3
"['يعطيك الصحة ميسوم الطاهر كلامك صح', 'خساني والله نتا مبدع ربي يحفظكم ناس السطح']","['سيبون آه معدي زاليني و ﺗڤول لي أيوب', 'كيمادرتي نسلم عليك تحب حتى نسنييلك']","['نهار أوخر كلش يطيح عليك تتلف لك مين تبدايتحفضي', 'والله صح على بالي في أديك الدقيقة نتخلعو نتخربط']","['مانسوطيش راني معاك', 'عطيك الصحة خويا']",4,2
"['كاين بزاف لي فيلم في رمضان', 'لازم عليك تقوليللطلبة يعاونوك هذ العام']","['نمده لك ما علاباليش بالاك نمده لك العشية علىالزوج', 'إيه ولا الوحدة و نص راهي كل مرةكيفاش']","['هيا اقرالي وش كتبت ولا هات لهنا', 'لا لا بيدك ولابرجلك حبيت نڤول']","['غدوة راح ﻧﻜﺴﭙﻮزيوا', 'أنا مكلاسي التاسع']",4,2
"['داوه عند الملك و الملك عامل وحد الدار هاكا يربيفاها الحيوانات المتوحشة', 'يڤلهم على ڤد ما يكونالحيوان متوحش على ڤد ما نزيدكم السوارد']","['آه سلو نعرفو بصح ما على باليش', 'شكون أدالي كان في النورڢيج']","['كل يوم نعاود نشوف الفيديو ربي يحفظك شمسو', 'هيا لي ما صوطاش يدير جام هه']","['قنبلة خويا لطفي كالعادة', 'روعة كي العادة لطفي']",4,1
"['شكرا ام وليد ربي يفرحك ان شاظ الله', 'درهماليوم جاو روعة الله يعطيك الصحة يا ام وليد']","['كل يوم نشوفوا ڨداه من ليجون متخرجين منلافاك شومارة', 'سمعت باللي داروا ليكونترا باهيعاونوا ليجون اللي متخرجين من لافاك']","['كل مرة هكدا', 'كل نهار هكدا']","['لي مزال يتفرج الفيديو لضركا يخبط جام', 'صاشمسو ربي يحفظك راما معاك']",3,2
"['لا مش أكاك أ فريال درك في سيدي عماريتمهبلوا', 'أهاه ما طيشيش لكلام لي مشو مليح أبنتي']","['أنا و عيشة نص ساعة وحنا واقفين لهيه', 'عيشةعلابالك إنت ما تعرفيش ڤاع تكدبي']","['الخبز مسوس', 'ما نضنش']","['پاپا يصلي في مسجد بلال', 'آه يصلي في مسجدبلال']",4,3
"['مازالت عندك الدودة تاع اﻟﭙﻮرتابل', 'كي يكونالعبد فارغ شغل']","['بصح أنا ما فهمتش كيفماه حنا نسكنو هنا ونشكيوا لهيه', 'بكري كي كان كلش نورمال كنانخلصو التليفون و الكنكسيون في بوزراد']","['بصح ميمي ما حبتش', 'ماما أعطيني فرشيطةتعيشي']","['تقول أونكات', 'يا ميدو']",1,4
"['سلام حبيبتي ام وليد توحشتك بزاف', 'ام باينينبنان يعطيك الصحة']","['يعيطلنا ليزانديجان', 'أياه وعلاش']","['اختي ام وليد حلوي دراتها جاتني روعة', 'يعطيكالصحة ام وليد متالقة دائما']","['ما تفيدك غير قرايتك يا بنتي في الدنيا', 'و ماتسنايشمن وحدخرين يصرفو عليك ﭘﻠﻮتار']",3,4
"['البلاد لي تقراو فيها مليح و تاكلو مليح و تعيشوفي الهْنا تكون بيضا', 'بالصح البلاد لي فيها الظلمو الفقر و بيبان المستقبل مغلوقة تكون كحلة']","['زاد رﭬﺪ مرة أخرى حلم بمرته تڨول له تولهبولدك', 'ناض مخلوع مره واحد اخرى و سقسىمرته على الطفل']","['نعرف وحدة كانت تسكن بحدانا بكري جابت غيرالبنات', 'ﭬﺎلت لراجلها روح زيد ازوز بلاك يجيك طفل']","['وين في ألجي', 'في بن عكنون']",1,3
"['تلاقيت بن سبع ولا مازال', 'واش فكرت أونكادرور  محمد']","['برك أدي هي ادي يڤولو علاها إجابة مشهاملاحة', 'أنا لانفورماتيك سمعت باها أول مرة كيماكنت دوزيام آني']","['ايه وحدة بيضا و لوخرا موموڢ', 'راحة نلبس زوجبرك  سي بون']","['انا ﭬﺘﻠﮭﻢ ساعة من الزمان باه نجي', 'صح أ ماماخالد و شاهيناز جايين']",3,4
"['واحد المرة أسما تاني ماما صرات لها', 'يخيهوما أوسي في حجر الديس قراب']","['لا مشها مخيطة', 'راح تخيطهالها نصيرة']","['الف مبروك ام وليد نحبك بزاف يعطيك الصحة', 'الفمبروك حبيبتي ام وليد تستحقين اكثر']","['أيا بيان ظهر حتى هو ما ﭬﺪمش', 'أو كان لازم عليهيفهم التام تيعو']",3,2
"['وين يداها', 'يداها تقرا']","['قلتلو يقولو أمي كم أهواها و أشتاق لرؤياها', 'قاللي المرة اللولا لي فهمت من فمك دوك']","['شوفي ميدسا قالولي واحد في الدرعان مليح', 'بصحشوفي تجيبلي لادراس الطفلة ما جابتهاليش']","['ألو آ ماما', 'عيطي على سهام']",1,2
"['أداك النهار ﭬﺎتلي أني ما نجحتش فيالماجيستر', 'ﭬﺎتل أ أستاد ما على باليش وش ندير']","['ساعات التصاور من الستيليت ما تلحقش مليح', 'في الدارجة مانقولوش احصائيات مراد ولا لاسليمة']","['و هدوك منين جاو', 'من الجامعة كانو ديزلاڢ']","['أنا ﻧقـﻮل ربي يهدينا و يهديهم', 'الوقت لي وصلنالوعاد كلش مظاهر']",4,2
"['خاوة خاوة ما بيناتنا عداوة', 'ربي يحفظك خويامهدي']","['روعة الاغنية خويا لطفي', 'ربي يحفضك لطفيخويا']","['هاه أقسم بالله درك لابسة الجلابة البارح كانت رايحةما ڤعدتش', 'آه ڤلت لها البارح أم ما ڤعدوش هي وخالتي زينب']","['قالت : رحت ماتوا عليا بالضحك سورتو مع لاكسونتاعي', 'بصح ربحت في لوغال و راح تبدا تقرا هادليامات']",2,1
"['اليوم هادي', 'كل يوم']","['أنا الجزائر كيما لافامي ما نخيروهاش نحبوها وخلاص', 'أنا نتوحش غير لافامي سينو أي ليهمالجزاير']","['مالا ما نديروش لي رومارك على الكتيبة حتىنتفاهمو', 'ولازم نضرب طلة على هذ ليكورپوس باشنشوفوا ديزيڨزمپل']","['بابا سيف عليا باش نزوج بيه بلاما يسقسيني ماقبلتش', 'علاخاطرش أنا إيتوديونت و حابة نكمل قرايتيقبل الزواج']",2,3
"['كون جيت من منال نوض نبكي', 'حتى هي ڤالتلي تحبي توكليه']","['يعطيك الصحة جاني روعة', 'مشالله يعطيكالصحة اختي']","['ڤالت لي العام الجديد تخلصي سيموا', 'ڤالت ليلازم ترﻳڤال لي لوﭘﺮوبلام']","['كيما يقول المثل', 'لازم نسهرو سليمة']",2,1
"['آه امبعد نروحو', 'نبعتولها خويا يداها']","['أنت أنت على بالك بروحك درت حاجة', 'الحق مانصليش  كل يوم']","['يارب اعمي مصر', 'يارب تبت ڨاواوي']","['يعطيك الصحة شمسو', 'تحيا الطاهر ميسوم']",3,1
"['شكرا لطفي ربي يحفظك', 'تعطاك الصحة الخيرخويا لطفي']","['تهبط سوونترڢيل ولا تروح للدار', 'السيديخلاص مارانيش راح نمدو']","['رانا كامل معاك شمسو راك فور كمال هكدا', 'خوياشمسو جوكر بارك الله فيك هاو حقك خويا سلام']","['كل واحد يروح لدارو، ما نسحقوكمش دورك، خلاص', 'ماتلوميهمش يا ولية ما تلوميهمش الخوف من طبيعةالخلق']",3,4
"['ما ڨلتولي والو على هداك الپاپيي اللي بعتت', 'ربي يسهل تروح وتجي على خير وعافية نشالله']","['وعلاه شكون قالك راني خايفة', 'والله بديت نتقلقمنه هدا']","['حتا هما ما ياخدوش الراي والله ما ياخدو الرايعلابالك', 'ايه علابالي بيهم صغار نقولك باش تقدريتكسبيهم لازم تسايسيهم']","['هاديك الزرقاء لي القرعة تاعها زرقاء', 'والله ما عرفتهاو خلاصت هاديك دوك']",1,4
"['شافك الهادي', 'مكانوش يونتريني']","['مبروك عليهم و العقوبة للبنات نشا الله', 'ماﺗقولولي لا فساد لا والو']","['ألو ماما', 'عيطي لسهام']","['نقول لك كملي برك في الخدمة تاعك أومبعد نشوفه', 'بالصح عجبتني ليدي تاع لانترفاس أومبعد لاﭘﺎللداخل']",2,1
"['نقولو راكي في لومومون هداك ،واش عندك تام ؟', 'درك ما نقدرش نقول لك راني ماستر مازال ماكملتوش']","['وين راكي سليمة', 'سليمة وش تبروبوزي']","['آه التوموبيل الحمرة', 'تسمع مسامع كيفكا']","['ربي يعاونك يسترك خويا لطفي', 'فور كيما العادةخويا لطفي']",4,2
"['عندي شوية سلق نديره و خلاص', 'إيه واش فيهاواش خصه السلق']","['قال لي أطلعي أم النساء الفوق لقيت بزافالنساء', 'أنا كي نروح للطبيب واش راح نقول له']","['قالت لنا واش معنتها البطة وعلاه ما حطوش الناسهدوك تاع المجاعة ولا ضحايا الحرب', 'قالك في واحدالبلاصة باتنة ولا تبسة نسيت لقاو جلود و ريسان تاعحلالف']","['ما نعرف بصح نڤول لك حاجة', 'شفت كعبات عندواحد في البلاد']",1,3
"['بنمهيدي تاع لعروڨ', 'آه تاع لعروڨ']","['حيرة أول مرة نسمع بيها', 'و حيلي ڤاع أكترمالديب']","['واش راكي ديري', 'درتي راس الحانوت']","['يعطيك الصحة ام وليد جاك هايل', 'يعطيك الصحةاختي ام وليد ربي يبارك فيك']",4,2
"['لا مكانش منها ما ڤالت ليش', 'سي أ بنتي ڤالتلك ديك الخطرة']","['ﭬﺎلوا أدومكا لي خطفوه', 'وش جيتو تعملوا هنا']","['فيديو شابة شمسو رانا اع معاك', 'يعطيك الصحةخويا يرحم لميمة لي جباتك']","['قلت لها إيه مع باباس من وقتاش', 'بالصح واقيلةفينالمون صح رايحة تخدم معاها']",3,1
"['رحت هكا طلعت جاتني وحدة راح تعملياونتروتيان', 'على بالك وش ما تعرفش وشي هولوراكل']","['ﺗﭭﻮل أونكات', 'أ ميدو']","['واش بيكي واش دار لك', 'ما دارلي والو بالصحيقلق']","['أواه غدوة برك', 'وعلاه غدوة برك']",4,1
"['صحا', 'ألو']","['وي داكور خسبت تحكي على لي جون تيعنا', 'آدوك مساكن عايشين وفرات المهم ما يولوش لهنا']","['تشوفيه ما تعرفيهوش و صوابعو مقصوصين', 'ياه وكيفماه باينين صوابعو مقصوصين']","['كي تجي تشوفي ما خيرناهاش ادا وش كاين', 'أنادارها بيا التروﻧﺴﭙﻮر ساعة و انا نسنا']",3,2
"['يبينلك بلي حتى هو ماشي متفاهم مع ناجي', 'من تم فهمت الحالة ساڢا ﭘﺎ بيناتهم']","['بانتلي الصابون أدا دارلي الحكة', 'و خوخة أيعند فاطمة']","['أسمعي حتى لعراس فضو باه نتلاڤاو شفتي', 'شفتي والله أنا عندي العرس تاع عبد النور']","['كيفاش علابلك', 'ﭭﺎع علابالنا']",4,2
"['هاديك لي جابتلي كادو في اللخر تاع العام', 'هديك الخطرة قالتلي ما ربحتش الكونكور تاعالماجيستر']","['يعطيك الصحة ام وليد ممكن ديرلنا وصفة مقروطالزمباعة شكرا لمجهوداتك', 'باينة بنان اليومنديرهم للعشاء شكرا حبيبتي ام وليد']","['وش راح يدير العبد', 'نشاله برك تكون سلامات']","['ربي يعيشك', 'حطيتك عاقلة']",2,1
"['أهدر صح', 'ﭬﺮيب ربعاطاش']","['سلام يام وليد يعطيك الصحه درتو اجاني بزافبنين', 'شكرا حبيبتي ام وليد بارك الله فيك']","['صح منك هاداك يتاستيو بيه النسا', 'قالولي باشتشوف إلا تعرف ولا لالا']","['شمسو خويا بكيتنا صغار كبار ربي معاك وشكرا', 'قوة خويا فوزي تورينو ربي بحفظك']",2,3
"['عطاتو مرت باباه شويه روز في طبسي و قاتلوروح من هنا و كول في لاكور', 'قعد الولد في البرديكسر ياكل في الروز و تالمون البرد تكمش مورواحد البيبان']","['ما يكفيكش الحال و ما يكفيكش الوقت', 'و دوكهنا و سي بيزار']","['هدر معايا ما جاوبتوش شافني بلي راني مقلق', 'كان رافد في يدو تشكة تاع لانستيزي مديتلو يدي']","['ماما واش راح ديري فطور اليوم', 'والله ما على باليلقيتيني حايرة']",4,1
"['ڤالت لك روحي أعرضاها خاطر أي تسنا', 'ڤالتوشباها ما عرضتنيش أكي فاهمة']","['أم غير يسايسو فيه يهدرو معاه و يضحكو ماجبدولوش على لحكاية خلاه', 'ﭬﺘﻠﻬﺎ اهدرو معاه وضحكوه و اجبدوا منو الهدرة إدا ڤعد كيما أكيديوه ﻟﭙﺴﻴﻜﻮلوڤ']","['أو نسحق الميكرو نهار لخميس', 'أني حتى أنانسحقو خلاه']","['نشا الله ربي يسهل', 'خولة إنت وين تجوزي']",2,1
"['ايه و عرف بلي حب ﻳقتل خوه', 'حط الحراسة علىياسمين بلاك غدوة يروحلها للدار']","['تاعواه ﻟﻴﭙﻮست ناقصين تاع الكونتابيليتي', 'لاتاع كلش الخدمة كاملة']","['وعلاه ﭬﺎﻟﺘﻨﺎ ساعتين هدرة', 'باه يجيو الكلمات ياسر']","['نضن لوكان نحكيو في سوجي واحد اخر خير', 'وعلاش كريمة ، ما عحبكش الموضوع ؟']",1,3
"['لالا الفرونسي لا تقراي لا هم يحزنون، تنحي منمخك العربية فهمتيني؟ و تهدري نورمال پاسكو  اللغة ماشي هكا', 'درك الناس كامل تعرف تحفظبالصح المشكل وين راه؟  في اللسان برك ، درك أنانهدر مليح ولا لالا']","['يجي نهار و الوالدين ما يكونوش معانا', 'لازمتتكلي على روحك و تستحفضي عليها']","['يا ربي', 'الليل كامل']","['هاي أسما شفتي شحال تمرمدت شحال تمرمدتشحال تمرمدت', 'ايه أنجنيور في لانفورماتيك و أو فاندو كونت مسكينة']",2,3
"['لالا ماشي كيف كيف مقبيلة لوكا لي عطيتيهوليانت راني عندي زوج اختيارات يا في فرنسا يا هنامادام عندي لاشونس راني نخدم في بلادي و لاقيةمستقبلي هنا مادابيا نقعد هنا بالصح أنا ماعنديش مستقبل هنا في بلادي وعلاه نتلفت لها', 'لالا دوك كيما نقولو حنا  الدنيا هدي مكتوب و كلواحد و مكتوبه بالصح شوفي بالاك بلادنا ما فيهاشالحوايج هادوما ملاح و المستقبل مجهول اسكو مليحولا لالا بالصح الحاجة لي كاينة في بلادنا وماتلقايهاش لهيك واش هي']","['على بالي أنا والله تخليني غير في ﻟﻴﭭﺎكونسنطيب نكره حياتي', 'شفتي كيفاش مالا واشونقول أنا لي كل يوم العام كامل']","['قال له يدي من تراب ضربت وجهك لي مخلوق منتراب', 'قال له هكاك الشيطان مخلوق من نار و يتحرقفي النار']","['نخرج برا', 'تزوجت نوال']",2,4
"['هاه', 'وش']","['صح وقتنا مش مليح ﭘﺮاﭘﻮر على المشاكل الليفيه', 'بصح بكري مكانتش الدنيا ساهلة كيماوقتنا أدا']","['حبيت نشري سباط', 'حابة تشري سباط']","['مالا تحكمهم تاع الخميس', 'لا بالخميس رايحةللعرس']",3,1
"['أسكو نقرا و نخدم', 'ﭬﺘﻠﮭﺎ اكي ما تقدريش']","['و ماتسنايش من وحدخرين يصرفو عليك ﭘﻠﻮتار', 'يجي نهار و الوالدين ما يكونوش معانا']","['خوها شهيد مات في التورة', 'كانت تحكي كيفاهكانت تقرا']","['كتبتلي شكرا يا برشوش بنت البكوش', 'اي بدلتعيشوش و كتبت رشوش']",1,4
"['تسمى هادو الحوايج لي خلاهم ربي أﻣﭙﻮسيبلتوصللهم', 'دير واش تحب الشيطان ما تقدرشتشوفه']","['هنا الحال مسحب', 'و من الصباح']","['مراد ﭬبالي ما جاش دا كونجي اليوم', 'البارح تانيما تكونكتاش بكري درك يجي']","['أم يحتاجوا لانفورماتيك', 'لانفورماتيك ما طلبوش']",4,2
"['البارح معنتها عندها بزاف في الغنا', 'وي يقدريحكي على دكرياته في الفن']","['و نا واحد من الناس ما نجمش نعيش بعيد علىيوما', 'لي ڤاعد ڤدامك أدا مكانش وحد في الدنيايحب أمو ڤدو']","['تقعدو من كلاسة لكلاسة  و تخرجو راحة دايمن', 'تعرف تقري بصح تزرب ﻧقعد في الطابلة التانية معالطفلة']","['ألو', 'ايه']",4,1
"['وي وعلا ش لالا تقصدي الحرڨة تاع لي جون', 'الهجرة كي الواحد يخلي بلاده حارڨ ولا لالا']","['زيدي قولي لي هدي تاني ما علابالكش بيها', 'عنده قرن ملي تحكم كان هارب لمالي ولا النيجر']","['هه شكون هذي فتيحة ديمة مجبودة في فيديو', 'الفيدييو شابة بصح ماشي كيما شمسو']","['حاتان ديت الباك و عطاوني الورقة تاع باه نخاير وشفتم لحوايج لي نجم نديرهم و حطيتها هي لپرومييشوا تاعي', 'على بالك أصلا لوخرين مكانش عنديعليهم أي فكرة پارايڤزومپل كونتابيليتي ڤلت ايا نعملانفورماتيك و العمال على ربي']",1,2
"['في الصباح درتلهم محفوظات و في العشية عندناامتحانات سمانة كامل', 'غدوة زوج تاني عندنا فيالصباح مدنية و العشية بدنية']","['و أنيس من ساكا', 'قالتلي علابالك واشيعيطلنا']","['من وقتاه', 'من اليوم']","['جامي حلاوة لالجيري كي تعود في المناسبات العيد ورمضان', 'ما تشوفيش الحاجة اكي عايشتها و مبعديكاتروح من بين يديك']",4,2
"['بصح يا فريال ما تمشيش معاها بالنوار ديريبالبلون كاسي حاجة هكا', 'يا بنتي أنعليالشيطان و شكون لي يمشي معاها بالنوار مهبولة']","['ما نعرف وش صرا في الدخلة', 'أي صرات عركةهنا ڨدام الوحدة فهمتي']","['ڤاعد يقنع في المسلمين باش يتنصرو و يعودو مسيح', 'وش دارو حكمو الهدرة تيعو أديكا هزوها و نشروها']","['لالا راهي رايحة تدي واحد ليفاكتور', 'نروح نحطالوراقي تاعي و نجوز ديراكت']",2,3
"['كبار يروحوا لكندا ؟ حارڨين ؟', 'لالا مراد  كيفاش  يحرڨو لكندا']","['جو بريفير كل يوم نهدرو على دومان سپيسيال', 'ماعليش مراد نبينو بصح مشي على الحداش تاعالليل']","['حبيتوها ترجع ماشي عربية بالسيف', 'نفريوها كينحكيو عليها انشالله']","['و دوك بديتي ولا مازال', 'أيه بديت ﻧﭙﺮﻳﭙﺎري للباكتاعي']",2,4
"['تشبهي لأسما', 'نقرا فرونسي']","['مرت باباه ما علابالهاش بالولد لي عمرو مايفوتش ربع سنين', 'دايمن تتلهى بيه الخدامة وتدير تاني الميناج تاع الدار']","['لوكان راهي قلبت الدنيا', 'مازالت الدنيا ﻣقلبة عندك']","['أدي ﺗﭭﻮلها من ورا الشهادتين', 'كاين أدا واكاين دعاءوحدوخر']",3,1
"['ما عيطت لهاش', 'عيطنا لها حنا']","['فيه جواهر', 'وعلاه مليح']","['كاش نهار كاش نهار نهربلك أ ﭘﺎﭘﺎ والله ما ﺗﻠﭭﺎﻧﻲ', 'تهرب نتا تهرب نتا تضرب لطناش تجي للبرمه تجري']","['يعطيك الصحة سليمة بالعقل', 'بالصح مادخلتش فيراسي']",1,2
"['لا مشني داكور', 'هكا ترجع عربية']","['ايه سايي أنا', 'ايه كال كولور']","['لا نڤول لك وقتاه فاق كي مات خوه هو ولى رئيسالعشيرة', 'جا مالطاليان كان يقرا في الماريكان وامبعد راح لطاليان و مبعديكا جا للترك']","['يخش في أدا ﭘﺎر إيڤزوﻣﭙﻞ يبقى', 'ڤلك ما يقدرشيخش فيك سادﻳﭙﻮن إيمانك']",4,2
"['كبرت شمسو فيديو يقيس بزاف برافو', 'يعطيكالصحة خدمة فوور بزااف']","['خرجت حففت طلعت للدار خلاص النهار', 'راسي يوجع بالصح ما رانيش حاب نرقد']","['كما قلت لكم الخطرة اللي فاتت , نقدرو نپوبلييو فيمجلات امپورتانت', 'هدي فكرة مليحة   كي راك تكتبلي ميساج تاعك بالدارجة']","['وش الموت آري كاردياك أكسيدون من علامات الفناأديكا', 'واحد جار وش اسمها سميرة بنت عميبراهيم']",1,3
"['شفتي الغباء وين وصل', 'بانتلي ما يتبعتوشأدوما']","['هايا وين راح الخيط', 'ماكان والو اتمنايحاجة']","['واو صوت روعة احساس في القمة', 'حسني غنـاهمـزال مــا ماتـش']","['يعطيك الصحة اختي ام وليد ربي يبارك فيك', 'باينهايل يعطيك الصحة ام وليد']",4,2
"['صحا', 'ألو']","['فكرتيني درك نعيط لطه', 'وش ﻧﭭﻮلولو علىالساعة']","['يعطيك الصحة جربتو جاني روعة رابي يحفضاك', 'روعة يعطيك الصحة سييتو اليوم راجلي شكرنيبزاف']","['و لخرى قالتلنا جيبولي كادر نحطو فيه البحوت تاعنا', 'و  دوك  واش عطاوكم خدمة واش عندك غدوا']",3,1
"['كيفماه ﺗﭭﻮلي هدا العبد مقدرتلو يصرالو كيما هكاو ما على باليش', 'و بينلي بلي كيفاه بليس مخلوقمن النار و يتحرﭪ في جهنم بالنار']","['أنا راني في أملاك الدولة الدومان مشيالضرايب', 'أيا برك أ خولة كمية برك أﭬﻌﺪيمعانا']","['وعلاش هاد السطر وعلاش', 'زعمة  مالفوق برك']","['بديت نحفظ من ﻟﭙﺮوميار لوسون لي درناهم', 'وأﭭﻮنسيتو في ﻟﭙﺮوميي تريماستر ولا لالا']",4,1
"['بصح لي جون مساكن ما زالوا يحوسو عليها', 'حتى في الأزمات راهم عايشين خير منا']","['و المشكل يماه ما تقولوش أقعد ڤاع', 'و كيتتقلق ڤاع توقف تضربه قدام الناس']","['هاديك هي يقراو غير شهرين ولا تلاتة', 'سليمةمعليش نحبسو ما زالي خدمة للغدوة']","['وقتاش حكيتيلي عليه ما شفيتش', 'و الله قلت لكعليه']",2,3
"['لا حتى انا ما ڤلتش كيما هكا ڤالت لك كونكور', 'انتي حابة تروحي تكملي ولا لا سينون أم يديرولكتاست']","['تقراي', 'ايه']","['آ خالد آنا جايين', 'مين رايح نشراها القهوة']","['ﭬﺘﻠﻬﺎ بطلي الخدمة', 'وش نديروا درك']",1,2
"['باب ولاد يغيض مسكين', 'وش راح يدير العبد']","['شراه جديد يفخر عليا على تيليفون', 'ما نمدشآو عندك خير من تيعي']","['تآمن أسامة خويا انا هداك الأستاد من الدقيقة الاولىما عجبنيش', 'انت كنت دايمن تقول مليح و كلش بصحانا ما رتحتلوش']","['ڤالت لي كيما ريزو وش نديرو باها', 'صراحة أنا ريزومشي مخمة فاها خلاه']",4,1
"['آه', 'أهاه']","['و درك بديتي ولا مازال', 'آه بديت ﻧﭙﺮﻳﭙﺎري للباكتيعي']","['يام كلهم مركة فرنسي كشم ﻟﭭﻴﺘﻲ راحة مركةألجيريان', 'آه كاينين بصح مدرحين كاينين وحايدمخدومين هنا']","['دوك كل واحد و رايو', 'أنا رايي هدا ماراهوش پروف']",1,3
"['قالتلهم جامي شفتكم', 'خزرت فيهم أنايا']","['ربي يهديها على بالك غابت بزاف ما تخافشيخرجوها', 'أسنايني  ميمي دوك نجي و أحكيلي']","['هاه صح بصح يخرج مع لاڢاست تيعي وسي', 'ماتخافيش ما نديهولكش أني نهدر برك']","['مزالوا عندك ليدوكيمون', 'اه مزالو عندي']",2,4
"['بصح عوايدنا و عوايد بابا ما تخليش الطفلة ﺗقولرايها', 'هدرة باباها هي لي تمشي و الزواجبالسيف عليا']","['على شحال رحتي', 'وليت على الطناش']","['ما تخافوش دوك نهربولهم ما تخافوش', 'ما تخافيشبنتي رشيدة، ما تخافيش']","['آه أنجنيور في لانفورماتيك و اامبعد فاندوكونتمسكينة', 'آه رفيقة بكري كي كملت دارت دياﻳﻴﭙﻲﭘﺮييوملوا']",2,3
"['تشبهي لأسما', 'نقرا فرونسي']","['كل يوم من التمنية للربعة تروح ميت للدار', 'هيلقراية ملاحة تعنا بصح الپروڤرام تحا شارجي']","['يعود هو يحشم منك يحشم يدير حاجة ماشي مليحة', 'والله دوك راني ندير في الاستدعاءات عندي زوجتلاميد']","['هاه', 'وقتاه']",3,4
